sku,category,price
sku24657,Misc,$923.48
sku24658,Toilets,"$1,928.97"
sku24659,Faucets,"$4,394.43"
sku24660,Toilets,"$2,234.55"
sku24661,Showers,"$3,669.05"
sku24662,Misc,"$4,706.60"
sku24663,Toilets,"$4,905.05"
sku24664,Misc,"$1,094.33"
sku24665,Misc,$934.71
sku24666,Toilets,$773.65
sku24667,Showers,"$2,075.46"
sku24668,Misc,"$3,674.41"
sku24669,Faucets,"$3,621.02"
sku24670,Showers,"$4,392.57"
sku24671,Toilets,"$3,793.07"
sku24672,Misc,"$1,060.98"
sku24673,Toilets,"$2,573.04"
sku24674,Showers,"$2,742.27"
sku24675,Toilets,"$1,622.84"
sku24676,Misc,"$1,825.32"
sku24677,Faucets,"$2,174.89"
sku24678,Toilets,"$4,170.28"
sku24679,Showers,"$1,352.24"
sku24680,Showers,"$3,131.99"
sku24681,Toilets,$715.99
sku24682,Faucets,"$2,460.42"
sku24683,Toilets,"$4,898.99"
sku24684,Showers,$670.02
sku24685,Misc,"$4,501.94"
sku24686,Misc,"$1,056.81"
sku24687,Faucets,"$2,548.91"
sku24688,Misc,"$3,268.86"
sku24689,Toilets,"$3,500.39"
sku24690,Toilets,"$1,318.03"
sku24691,Faucets,"$1,441.54"
sku24692,Showers,"$4,573.52"
sku24693,Toilets,"$3,573.40"
sku24694,Toilets,$16.74
sku24695,Faucets,"$4,742.30"
sku24696,Showers,"$4,156.34"
sku24697,Toilets,"$1,059.73"
sku24698,Toilets,"$4,917.55"
sku24699,Toilets,$116.66
sku24700,Misc,"$2,337.12"
sku24701,Showers,"$2,812.73"
sku24702,Faucets,"$4,884.42"
sku24703,Faucets,"$1,427.87"
sku24704,Toilets,"$2,313.98"
sku24705,Showers,"$4,915.49"
sku24706,Faucets,"$2,004.91"
sku24707,Faucets,"$2,471.45"
sku24708,Toilets,"$4,860.24"
sku24709,Misc,$879.53
sku24710,Faucets,"$3,840.06"
sku24711,Misc,"$4,290.17"
sku24712,Toilets,"$3,483.44"
sku24713,Showers,$168.91
sku24714,Misc,"$1,362.86"
sku24715,Faucets,"$1,545.66"
sku24716,Toilets,"$4,631.57"
sku24717,Faucets,"$1,229.61"
sku24718,Showers,"$3,217.52"
sku24719,Toilets,"$2,447.62"
sku24720,Faucets,"$4,053.07"
sku24721,Showers,"$4,418.94"
sku24722,Faucets,"$1,822.13"
sku24723,Toilets,$592.89
sku24724,Toilets,"$3,468.77"
sku24725,Showers,"$1,943.52"
sku24726,Toilets,"$1,560.07"
sku24727,Toilets,"$4,002.72"
sku24728,Faucets,"$3,240.93"
sku24729,Showers,"$3,522.46"
sku24730,Misc,"$4,195.44"
sku24731,Faucets,"$1,894.01"
sku24732,Toilets,"$3,638.54"
sku24733,Misc,"$1,521.64"
sku24734,Toilets,"$3,133.88"
sku24735,Faucets,$571.11
sku24736,Toilets,"$2,897.04"
sku24737,Toilets,"$3,353.38"
sku24738,Toilets,"$1,133.32"
sku24739,Misc,$740.01
sku24740,Faucets,"$1,701.93"
sku24741,Toilets,"$4,937.72"
sku24742,Misc,$312.08
sku24743,Showers,$527.11
sku24744,Toilets,"$4,977.03"
sku24745,Toilets,"$3,535.26"
sku24746,Misc,"$3,310.39"
sku24747,Showers,$89.39
sku24748,Faucets,"$3,179.35"
sku24749,Misc,"$4,094.32"
sku24750,Toilets,"$2,491.93"
sku24751,Toilets,"$2,626.41"
sku24752,Misc,"$3,543.41"
sku24753,Showers,"$1,779.15"
sku24754,Misc,"$2,849.78"
sku24755,Showers,$224.12
sku24756,Misc,$12.26
sku24757,Showers,"$4,757.96"
sku24758,Misc,$433.25
sku24759,Toilets,"$3,004.69"
sku24760,Showers,"$2,890.28"
sku24761,Faucets,$150.52
sku24762,Showers,$168.31
sku24763,Faucets,"$1,228.09"
sku24764,Faucets,"$4,143.60"
sku24765,Showers,$447.08
sku24766,Showers,$12.69
sku24767,Misc,"$1,367.93"
sku24768,Showers,$551.73
sku24769,Faucets,"$2,182.01"
sku24770,Showers,"$4,840.51"
sku24771,Showers,"$3,351.12"
sku24772,Faucets,"$3,730.59"
sku24773,Faucets,"$2,655.53"
sku24774,Toilets,"$3,349.89"
sku24775,Faucets,$266.62
sku24776,Showers,$694.69
sku24777,Faucets,$928.54
sku24778,Showers,"$4,268.76"
sku24779,Misc,"$1,401.31"
sku24780,Faucets,"$2,762.98"
sku24781,Toilets,"$4,353.71"
sku24782,Misc,"$3,816.42"
sku24783,Misc,"$3,326.51"
sku24784,Misc,"$2,052.04"
sku24785,Toilets,"$4,241.46"
sku24786,Misc,"$1,239.68"
sku24787,Misc,"$2,487.25"
sku24788,Showers,"$2,090.63"
sku24789,Misc,"$1,902.44"
sku24790,Faucets,$903.04
sku24791,Toilets,"$2,394.10"
sku24792,Showers,"$3,237.29"
sku24793,Faucets,"$3,547.21"
sku24794,Toilets,$832.25
sku24795,Showers,"$3,981.13"
sku24796,Faucets,"$4,510.94"
sku24797,Toilets,"$4,010.65"
sku24798,Faucets,"$4,807.20"
sku24799,Faucets,"$1,320.32"
sku24800,Misc,"$2,923.84"
sku24801,Faucets,$740.82
sku24802,Toilets,"$4,233.81"
sku24803,Showers,$848.28
sku24804,Showers,"$2,547.74"
sku24805,Toilets,"$1,080.22"
sku24806,Misc,"$2,260.13"
sku24807,Faucets,"$4,533.45"
sku24808,Faucets,"$3,727.49"
sku24809,Faucets,$749.40
sku24810,Faucets,"$2,597.59"
sku24811,Faucets,"$2,870.55"
sku24812,Toilets,$170.35
sku24813,Faucets,"$2,112.78"
sku24814,Showers,"$2,672.89"
sku24815,Faucets,"$2,601.95"
sku24816,Faucets,"$1,324.69"
sku24817,Toilets,"$1,999.28"
sku24818,Misc,$421.64
sku24819,Toilets,"$1,028.28"
sku24820,Showers,"$4,511.57"
sku24821,Faucets,$716.84
sku24822,Faucets,"$2,196.88"
sku24823,Faucets,"$3,412.12"
sku24824,Toilets,"$3,526.64"
sku24825,Misc,$477.26
sku24826,Misc,"$1,825.97"
sku24827,Misc,$106.19
sku24828,Toilets,"$1,846.30"
sku24829,Misc,"$2,233.06"
sku24830,Faucets,"$3,281.21"
sku24831,Misc,"$3,793.78"
sku24832,Faucets,"$3,157.24"
sku24833,Misc,"$4,098.55"
sku24834,Faucets,"$4,524.43"
sku24835,Toilets,"$4,017.77"
sku24836,Showers,"$4,715.46"
sku24837,Faucets,"$2,990.84"
sku24838,Showers,"$3,325.00"
sku24839,Toilets,"$1,485.53"
sku24840,Misc,"$2,226.28"
sku24841,Toilets,"$2,186.85"
sku24842,Misc,"$1,208.21"
sku24843,Faucets,"$2,555.62"
sku24844,Showers,"$3,979.77"
sku24845,Showers,"$2,803.00"
sku24846,Faucets,"$4,957.31"
sku24847,Toilets,"$3,914.76"
sku24848,Faucets,"$4,663.52"
sku24849,Showers,"$3,712.20"
sku24850,Showers,"$1,372.32"
sku24851,Toilets,"$3,679.01"
sku24852,Faucets,"$1,743.95"
sku24853,Toilets,"$1,295.77"
sku24854,Toilets,"$4,162.59"
sku24855,Showers,"$3,931.99"
sku24856,Toilets,"$1,091.82"
sku24857,Misc,"$4,076.39"
sku24858,Toilets,$856.77
sku24859,Toilets,"$2,926.49"
sku24860,Showers,"$2,982.63"
sku24861,Toilets,"$1,391.00"
sku24862,Showers,"$1,003.73"
sku24863,Faucets,"$4,304.10"
sku24864,Faucets,"$1,893.70"
sku24865,Misc,"$4,210.56"
sku24866,Faucets,$878.22
sku24867,Misc,"$1,017.85"
sku24868,Toilets,"$1,592.13"
sku24869,Showers,"$4,974.09"
sku24870,Misc,"$1,855.63"
sku24871,Faucets,"$3,408.74"
sku24872,Faucets,"$1,848.28"
sku24873,Toilets,$105.53
sku24874,Toilets,"$4,523.90"
sku24875,Toilets,"$1,703.17"
sku24876,Showers,"$3,250.44"
sku24877,Misc,"$4,950.11"
sku24878,Faucets,"$2,536.69"
sku24879,Toilets,$540.78
sku24880,Misc,"$3,703.84"
sku24881,Showers,"$4,464.48"
sku24882,Showers,"$4,794.03"
sku24883,Faucets,"$2,891.02"
sku24884,Showers,$414.04
sku24885,Misc,"$2,681.24"
sku24886,Showers,"$3,953.33"
sku24887,Showers,"$3,560.74"
sku24888,Showers,$299.07
sku24889,Toilets,"$4,603.02"
sku24890,Misc,"$4,643.45"
sku24891,Faucets,"$1,458.69"
sku24892,Misc,$263.19
sku24893,Showers,"$1,684.19"
sku24894,Faucets,"$2,943.19"
sku24895,Misc,$38.54
sku24896,Faucets,"$4,323.87"
sku24897,Showers,$725.09
sku24898,Faucets,"$3,446.06"
sku24899,Faucets,$774.26
sku24900,Showers,"$3,862.69"
sku24901,Toilets,"$1,628.40"
sku24902,Misc,"$1,824.29"
sku24903,Toilets,"$3,962.58"
sku24904,Faucets,"$4,811.72"
sku24905,Showers,"$4,848.32"
sku24906,Misc,"$2,778.76"
sku24907,Toilets,$796.63
sku24908,Toilets,"$3,003.02"
sku24909,Toilets,"$3,544.89"
sku24910,Toilets,"$1,401.92"
sku24911,Showers,"$1,828.15"
sku24912,Faucets,$724.90
sku24913,Showers,$252.66
sku24914,Misc,"$2,313.74"
sku24915,Misc,$993.88
sku24916,Toilets,"$3,102.25"
sku24917,Misc,"$3,828.33"
sku24918,Misc,"$1,804.68"
sku24919,Toilets,"$4,388.72"
sku24920,Misc,"$2,544.91"
sku24921,Toilets,"$3,224.62"
sku24922,Showers,$891.90
sku24923,Showers,$452.39
sku24924,Faucets,"$2,202.00"
sku24925,Showers,"$1,910.07"
sku24926,Misc,"$3,638.70"
sku24927,Toilets,"$1,200.51"
sku24928,Showers,"$1,840.23"
sku24929,Toilets,"$2,532.83"
sku24930,Toilets,"$2,067.90"
sku24931,Faucets,"$3,453.78"
sku24932,Misc,"$4,361.19"
sku24933,Toilets,"$4,141.11"
sku24934,Toilets,"$1,272.97"
sku24935,Faucets,"$1,097.46"
sku24936,Showers,$944.99
sku24937,Misc,"$1,008.52"
sku24938,Misc,"$2,634.45"
sku24939,Misc,"$4,496.34"
sku24940,Misc,"$4,377.37"
sku24941,Showers,"$3,696.61"
sku24942,Faucets,"$3,206.24"
sku24943,Showers,"$1,299.68"
sku24944,Showers,"$3,026.58"
sku24945,Misc,"$2,635.25"
sku24946,Toilets,"$2,619.76"
sku24947,Toilets,"$2,710.58"
sku24948,Showers,"$1,119.96"
sku24949,Showers,"$2,300.80"
sku24950,Showers,"$4,583.62"
sku24951,Misc,$831.96
sku24952,Showers,$185.84
sku24953,Faucets,"$2,161.45"
sku24954,Toilets,"$4,137.18"
sku24955,Misc,"$1,475.28"
sku24956,Toilets,"$1,252.62"
sku24957,Showers,"$4,631.04"
sku24958,Misc,"$1,888.23"
sku24959,Faucets,$648.76
sku24960,Showers,"$2,556.23"
sku24961,Showers,"$4,393.62"
sku24962,Faucets,"$2,972.86"
sku24963,Faucets,"$4,529.29"
sku24964,Toilets,"$1,999.90"
sku24965,Toilets,"$1,021.05"
sku24966,Misc,"$1,399.13"
sku24967,Showers,"$3,324.12"
sku24968,Faucets,"$4,475.52"
sku24969,Toilets,$82.28
sku24970,Toilets,$312.15
sku24971,Showers,"$4,662.10"
sku24972,Misc,"$2,309.30"
sku24973,Misc,"$2,683.75"
sku24974,Toilets,"$1,196.58"
sku24975,Faucets,"$3,485.14"
sku24976,Misc,"$1,046.79"
sku24977,Misc,"$3,847.62"
sku24978,Misc,"$1,128.15"
sku24979,Misc,$72.06
sku24980,Showers,"$1,779.05"
sku24981,Toilets,$858.27
sku24982,Faucets,$5.47
sku24983,Faucets,"$3,935.85"
sku24984,Faucets,"$4,540.30"
sku24985,Showers,$637.93
sku24986,Faucets,"$4,246.67"
sku24987,Faucets,"$1,376.40"
sku24988,Misc,"$1,296.69"
sku24989,Faucets,"$3,682.79"
sku24990,Misc,"$4,870.87"
sku24991,Toilets,$716.16
sku24992,Toilets,"$1,684.82"
sku24993,Faucets,"$2,389.38"
sku24994,Faucets,"$1,707.57"
sku24995,Toilets,"$3,771.40"
sku24996,Misc,"$2,242.75"
sku24997,Showers,"$1,448.32"
sku24998,Toilets,"$4,945.35"
sku24999,Toilets,$622.34
sku25000,Showers,"$4,577.37"
sku25001,Toilets,"$4,330.53"
sku25002,Toilets,"$3,294.44"
sku25003,Toilets,"$3,870.68"
sku25004,Misc,"$2,951.40"
sku25005,Showers,"$2,379.34"
sku25006,Misc,"$2,445.10"
sku25007,Showers,"$2,290.61"
sku25008,Misc,$430.37
sku25009,Misc,"$4,372.71"
sku25010,Toilets,"$1,220.37"
sku25011,Faucets,$841.28
sku25012,Toilets,"$3,622.83"
sku25013,Faucets,"$3,635.89"
sku25014,Toilets,"$3,317.33"
sku25015,Toilets,"$3,080.80"
sku25016,Toilets,"$1,609.15"
sku25017,Faucets,$362.12
sku25018,Faucets,"$1,077.41"
sku25019,Faucets,"$3,082.19"
sku25020,Misc,"$1,233.07"
sku25021,Showers,"$1,370.24"
sku25022,Misc,$743.56
sku25023,Misc,"$3,553.97"
sku25024,Misc,"$1,064.70"
sku25025,Toilets,"$4,911.41"
sku25026,Misc,$177.09
sku25027,Misc,"$2,207.40"
sku25028,Misc,$692.56
sku25029,Showers,"$4,503.64"
sku25030,Misc,$435.37
sku25031,Showers,"$2,050.24"
sku25032,Toilets,"$1,250.56"
sku25033,Showers,$844.53
sku25034,Faucets,$962.59
sku25035,Toilets,"$3,750.02"
sku25036,Showers,"$4,207.73"
sku25037,Misc,"$1,858.63"
sku25038,Misc,$784.78
sku25039,Faucets,"$2,753.58"
sku25040,Showers,"$4,494.55"
sku25041,Misc,"$3,894.03"
sku25042,Misc,"$2,992.12"
sku25043,Showers,"$1,709.21"
sku25044,Toilets,"$1,387.19"
sku25045,Faucets,$213.35
sku25046,Toilets,"$3,624.90"
sku25047,Toilets,"$3,887.98"
sku25048,Toilets,$931.54
sku25049,Toilets,"$4,901.08"
sku25050,Faucets,$678.66
sku25051,Showers,$968.76
sku25052,Faucets,"$2,764.62"
sku25053,Faucets,"$1,026.31"
sku25054,Toilets,"$2,751.56"
sku25055,Showers,$492.13
sku25056,Misc,"$2,131.05"
sku25057,Faucets,$17.61
sku25058,Toilets,"$1,773.63"
sku25059,Showers,"$3,081.88"
sku25060,Showers,"$2,786.84"
sku25061,Faucets,"$2,873.18"
sku25062,Toilets,"$2,514.34"
sku25063,Showers,"$4,449.46"
sku25064,Misc,$332.95
sku25065,Misc,"$3,125.21"
sku25066,Toilets,"$1,734.20"
sku25067,Faucets,$522.05
sku25068,Faucets,"$3,824.89"
sku25069,Showers,$781.91
sku25070,Misc,"$3,823.46"
sku25071,Faucets,$120.85
sku25072,Showers,"$2,623.77"
sku25073,Toilets,$109.11
sku25074,Toilets,"$1,912.35"
sku25075,Misc,"$2,977.90"
sku25076,Showers,"$3,973.93"
sku25077,Misc,"$4,212.71"
sku25078,Showers,"$2,035.32"
sku25079,Misc,"$3,785.72"
sku25080,Toilets,$786.47
sku25081,Toilets,$661.81
sku25082,Toilets,"$1,577.85"
sku25083,Misc,"$1,871.44"
sku25084,Showers,"$3,274.18"
sku25085,Faucets,"$4,737.05"
sku25086,Misc,$79.90
sku25087,Misc,"$4,337.44"
sku25088,Faucets,"$1,509.38"
sku25089,Showers,"$4,011.10"
sku25090,Toilets,"$3,361.45"
sku25091,Misc,"$3,462.65"
sku25092,Faucets,"$2,734.19"
sku25093,Faucets,"$1,697.00"
sku25094,Toilets,$940.95
sku25095,Faucets,"$4,435.37"
sku25096,Misc,$418.60
sku25097,Faucets,"$2,266.42"
sku25098,Misc,"$2,021.60"
sku25099,Showers,"$2,906.97"
sku25100,Showers,$953.97
sku25101,Faucets,"$1,142.28"
sku25102,Toilets,"$2,007.46"
sku25103,Misc,$839.73
sku25104,Faucets,"$4,173.52"
sku25105,Showers,"$1,769.70"
sku25106,Showers,"$2,871.89"
sku25107,Toilets,"$3,835.18"
sku25108,Misc,"$4,005.82"
sku25109,Showers,$571.91
sku25110,Toilets,"$1,897.51"
sku25111,Toilets,"$1,118.58"
sku25112,Misc,"$2,880.01"
sku25113,Faucets,"$1,431.26"
sku25114,Showers,"$4,358.33"
sku25115,Toilets,"$3,861.45"
sku25116,Showers,"$2,486.56"
sku25117,Showers,"$3,554.43"
sku25118,Faucets,$792.90
sku25119,Misc,"$1,677.73"
sku25120,Faucets,"$3,010.64"
sku25121,Showers,"$4,314.30"
sku25122,Showers,"$3,089.43"
sku25123,Showers,$228.60
sku25124,Showers,"$2,458.14"
sku25125,Showers,"$2,476.10"
sku25126,Misc,"$4,301.13"
sku25127,Misc,"$3,666.62"
sku25128,Toilets,"$4,719.76"
sku25129,Misc,"$2,989.55"
sku25130,Showers,$991.98
sku25131,Toilets,"$4,066.66"
sku25132,Faucets,"$3,331.22"
sku25133,Toilets,$328.60
sku25134,Misc,"$1,437.97"
sku25135,Faucets,"$4,471.51"
sku25136,Toilets,"$2,104.58"
sku25137,Faucets,$905.95
sku25138,Showers,"$2,473.97"
sku25139,Faucets,"$4,978.50"
sku25140,Misc,"$4,756.23"
sku25141,Misc,"$4,790.59"
sku25142,Misc,"$3,946.23"
sku25143,Misc,"$1,121.03"
sku25144,Faucets,"$1,452.49"
sku25145,Toilets,"$1,781.89"
sku25146,Toilets,"$2,980.50"
sku25147,Misc,"$1,573.78"
sku25148,Showers,"$4,833.45"
sku25149,Misc,"$1,543.02"
sku25150,Toilets,"$3,730.57"
sku25151,Faucets,$325.14
sku25152,Toilets,"$4,717.03"
sku25153,Faucets,"$3,975.32"
sku25154,Toilets,"$4,243.36"
sku25155,Showers,$440.59
sku25156,Misc,"$2,380.51"
sku25157,Toilets,$135.26
sku25158,Misc,"$2,051.83"
sku25159,Faucets,"$2,963.94"
sku25160,Faucets,"$2,692.16"
sku25161,Misc,"$1,719.64"
sku25162,Misc,$534.31
sku25163,Faucets,"$3,031.79"
sku25164,Faucets,$681.94
sku25165,Toilets,"$3,027.73"
sku25166,Showers,"$3,487.18"
sku25167,Showers,"$2,708.01"
sku25168,Misc,"$1,938.57"
sku25169,Faucets,"$4,005.89"
sku25170,Toilets,"$3,481.62"
sku25171,Misc,"$4,726.43"
sku25172,Misc,"$1,961.32"
sku25173,Showers,"$1,960.96"
sku25174,Faucets,"$2,544.90"
sku25175,Showers,"$4,096.89"
sku25176,Misc,$370.21
sku25177,Toilets,"$4,392.36"
sku25178,Faucets,$453.97
sku25179,Toilets,"$4,743.33"
sku25180,Toilets,"$2,921.23"
sku25181,Toilets,"$2,883.88"
sku25182,Misc,"$2,446.69"
sku25183,Faucets,"$1,689.35"
sku25184,Toilets,"$3,258.37"
sku25185,Toilets,"$3,324.69"
sku25186,Faucets,"$1,595.69"
sku25187,Toilets,"$3,445.11"
sku25188,Faucets,"$2,300.18"
sku25189,Faucets,$805.29
sku25190,Faucets,$130.42
sku25191,Faucets,"$2,377.76"
sku25192,Misc,$786.39
sku25193,Misc,"$2,914.12"
sku25194,Showers,"$1,018.64"
sku25195,Showers,"$4,824.07"
sku25196,Toilets,$497.01
sku25197,Faucets,$320.25
sku25198,Misc,"$3,867.87"
sku25199,Toilets,"$3,819.06"
sku25200,Showers,"$1,477.44"
sku25201,Faucets,"$2,434.17"
sku25202,Faucets,"$2,235.79"
sku25203,Faucets,"$3,222.97"
sku25204,Faucets,"$1,855.01"
sku25205,Misc,$713.75
sku25206,Faucets,"$3,104.75"
sku25207,Faucets,"$3,833.13"
sku25208,Toilets,"$2,336.63"
sku25209,Showers,"$1,160.30"
sku25210,Faucets,"$2,246.21"
sku25211,Showers,"$3,639.56"
sku25212,Misc,$209.42
sku25213,Toilets,"$3,556.88"
sku25214,Showers,$572.14
sku25215,Showers,$252.35
sku25216,Faucets,"$2,853.95"
sku25217,Faucets,"$4,720.53"
sku25218,Faucets,"$1,779.29"
sku25219,Faucets,"$4,238.78"
sku25220,Faucets,"$2,376.13"
sku25221,Showers,"$3,142.51"
sku25222,Showers,"$1,088.52"
sku25223,Showers,$668.06
sku25224,Toilets,$614.78
sku25225,Toilets,$279.04
sku25226,Showers,"$1,135.25"
sku25227,Showers,$110.40
sku25228,Misc,"$2,936.31"
sku25229,Showers,"$2,371.14"
sku25230,Showers,$901.80
sku25231,Misc,$384.40
sku25232,Toilets,"$2,767.56"
sku25233,Showers,"$2,339.92"
sku25234,Showers,"$4,527.81"
sku25235,Showers,"$2,110.50"
sku25236,Toilets,"$1,043.30"
sku25237,Toilets,$369.99
sku25238,Toilets,"$1,844.11"
sku25239,Misc,"$3,976.30"
sku25240,Faucets,"$3,721.71"
sku25241,Misc,"$4,607.29"
sku25242,Misc,$964.31
sku25243,Toilets,"$2,634.66"
sku25244,Faucets,$201.45
sku25245,Showers,$749.94
sku25246,Showers,$363.37
sku25247,Showers,"$4,866.31"
sku25248,Showers,"$4,843.05"
sku25249,Faucets,"$2,154.68"
sku25250,Toilets,"$3,018.87"
sku25251,Misc,"$3,077.28"
sku25252,Misc,"$4,468.39"
sku25253,Showers,"$3,850.79"
sku25254,Faucets,"$4,078.04"
sku25255,Toilets,$792.90
sku25256,Faucets,"$2,733.47"
sku25257,Faucets,"$1,447.61"
sku25258,Faucets,"$1,859.48"
sku25259,Faucets,"$2,994.76"
sku25260,Toilets,$532.71
sku25261,Toilets,"$3,965.19"
sku25262,Faucets,$189.25
sku25263,Misc,"$3,144.52"
sku25264,Showers,$475.62
sku25265,Showers,"$4,868.05"
sku25266,Faucets,"$2,730.54"
sku25267,Faucets,"$3,182.35"
sku25268,Toilets,"$1,748.48"
sku25269,Showers,"$2,645.93"
sku25270,Showers,"$2,953.65"
sku25271,Faucets,"$3,417.03"
sku25272,Toilets,"$3,912.58"
sku25273,Misc,$563.46
sku25274,Faucets,"$3,827.85"
sku25275,Showers,"$4,954.03"
sku25276,Misc,"$2,357.55"
sku25277,Toilets,$680.31
sku25278,Misc,"$3,012.05"
sku25279,Toilets,"$2,174.07"
sku25280,Misc,$707.57
sku25281,Misc,"$3,695.97"
sku25282,Faucets,$753.81
sku25283,Misc,"$3,643.09"
sku25284,Misc,"$1,004.84"
sku25285,Faucets,$979.77
sku25286,Misc,"$4,857.49"
sku25287,Showers,"$1,048.11"
sku25288,Faucets,$154.73
sku25289,Misc,"$2,438.83"
sku25290,Misc,"$2,346.44"
sku25291,Showers,"$1,478.20"
sku25292,Toilets,"$4,981.56"
sku25293,Showers,$610.01
sku25294,Toilets,"$4,155.69"
sku25295,Toilets,"$2,755.24"
sku25296,Faucets,"$2,742.40"
sku25297,Showers,"$4,431.25"
sku25298,Misc,"$1,383.13"
sku25299,Faucets,$397.34
sku25300,Faucets,"$3,286.10"
sku25301,Toilets,"$1,198.46"
sku25302,Showers,$664.90
sku25303,Showers,$921.57
sku25304,Faucets,"$2,047.92"
sku25305,Misc,"$2,060.98"
sku25306,Showers,$197.47
sku25307,Toilets,"$3,812.12"
sku25308,Faucets,"$4,961.62"
sku25309,Toilets,"$4,582.57"
sku25310,Toilets,"$4,623.22"
sku25311,Faucets,"$3,861.36"
sku25312,Showers,$761.09
sku25313,Misc,"$2,117.54"
sku25314,Misc,"$3,630.21"
sku25315,Toilets,"$3,107.76"
sku25316,Faucets,"$4,157.17"
sku25317,Misc,"$3,092.63"
sku25318,Showers,"$3,415.68"
sku25319,Misc,"$1,309.45"
sku25320,Faucets,"$4,089.06"
sku25321,Misc,$702.60
sku25322,Misc,"$4,349.17"
sku25323,Faucets,$503.81
sku25324,Misc,"$4,712.19"
sku25325,Misc,"$4,496.33"
sku25326,Showers,"$2,555.24"
sku25327,Toilets,"$4,228.07"
sku25328,Faucets,$741.71
sku25329,Showers,"$1,235.98"
sku25330,Showers,$382.76
sku25331,Faucets,"$2,810.38"
sku25332,Misc,"$3,702.33"
sku25333,Misc,"$3,009.17"
sku25334,Misc,"$3,859.70"
sku25335,Showers,"$2,138.82"
sku25336,Showers,"$4,304.33"
sku25337,Toilets,"$2,220.40"
sku25338,Showers,"$4,796.87"
sku25339,Misc,"$2,315.16"
sku25340,Faucets,"$4,594.64"
sku25341,Faucets,"$1,130.32"
sku25342,Misc,"$4,687.45"
sku25343,Faucets,"$3,761.72"
sku25344,Toilets,"$1,673.10"
sku25345,Misc,"$2,382.23"
sku25346,Showers,"$1,318.84"
sku25347,Toilets,"$4,387.81"
sku25348,Misc,"$2,052.34"
sku25349,Faucets,"$3,713.73"
sku25350,Misc,$315.13
sku25351,Faucets,$150.37
sku25352,Toilets,"$4,332.49"
sku25353,Misc,"$2,608.31"
sku25354,Misc,"$2,437.06"
sku25355,Toilets,"$4,166.40"
sku25356,Showers,"$1,347.71"
sku25357,Misc,"$4,971.35"
sku25358,Faucets,"$3,914.57"
sku25359,Misc,"$4,504.26"
sku25360,Toilets,"$4,552.55"
sku25361,Toilets,"$4,830.48"
sku25362,Misc,$516.83
sku25363,Faucets,$923.60
sku25364,Faucets,"$2,996.92"
sku25365,Toilets,"$1,606.02"
sku25366,Toilets,$918.93
sku25367,Showers,"$3,970.68"
sku25368,Showers,"$3,265.46"
sku25369,Showers,"$3,135.56"
sku25370,Toilets,"$4,033.43"
sku25371,Showers,"$1,228.26"
sku25372,Showers,"$2,658.53"
sku25373,Showers,"$2,061.74"
sku25374,Misc,"$2,676.70"
sku25375,Showers,"$1,382.90"
sku25376,Faucets,"$2,053.72"
sku25377,Misc,"$3,478.37"
sku25378,Toilets,$221.29
sku25379,Faucets,$479.89
sku25380,Faucets,"$4,330.11"
sku25381,Misc,"$4,413.50"
sku25382,Toilets,"$2,608.63"
sku25383,Showers,"$2,306.82"
sku25384,Showers,"$3,774.88"
sku25385,Faucets,"$4,793.73"
sku25386,Toilets,$351.02
sku25387,Showers,"$2,089.78"
sku25388,Toilets,"$3,348.05"
sku25389,Faucets,$258.05
sku25390,Showers,"$1,849.52"
sku25391,Showers,"$1,963.74"
sku25392,Faucets,$329.87
sku25393,Showers,"$1,429.28"
sku25394,Showers,"$1,237.14"
sku25395,Toilets,"$1,032.00"
sku25396,Faucets,"$2,038.20"
sku25397,Faucets,"$4,142.85"
sku25398,Toilets,"$4,837.67"
sku25399,Misc,"$1,344.70"
sku25400,Misc,"$1,106.04"
sku25401,Faucets,"$3,482.00"
sku25402,Toilets,"$1,252.63"
sku25403,Toilets,$363.41
sku25404,Misc,"$3,956.71"
sku25405,Misc,"$1,499.10"
sku25406,Misc,"$4,940.43"
sku25407,Misc,$30.19
sku25408,Misc,"$2,487.26"
sku25409,Misc,"$3,719.87"
sku25410,Misc,"$4,874.67"
sku25411,Showers,"$3,673.48"
sku25412,Toilets,$867.61
sku25413,Toilets,"$4,500.62"
sku25414,Toilets,"$2,475.83"
sku25415,Toilets,"$4,321.95"
sku25416,Misc,"$1,853.12"
sku25417,Faucets,"$1,855.50"
sku25418,Misc,"$3,448.22"
sku25419,Misc,"$3,196.23"
sku25420,Faucets,"$4,430.27"
sku25421,Faucets,"$4,669.04"
sku25422,Faucets,"$2,934.39"
sku25423,Toilets,$324.75
sku25424,Toilets,"$1,856.54"
sku25425,Misc,"$1,740.39"
sku25426,Misc,"$1,461.10"
sku25427,Toilets,"$2,215.95"
sku25428,Toilets,"$2,036.11"
sku25429,Faucets,"$1,591.92"
sku25430,Toilets,"$3,573.03"
sku25431,Toilets,"$4,567.90"
sku25432,Misc,"$2,287.34"
sku25433,Toilets,"$1,468.88"
sku25434,Misc,"$1,889.96"
sku25435,Faucets,"$3,211.06"
sku25436,Faucets,$268.38
sku25437,Misc,"$4,240.12"
sku25438,Faucets,"$4,840.05"
sku25439,Misc,"$3,266.78"
sku25440,Showers,"$2,295.43"
sku25441,Showers,"$3,864.01"
sku25442,Misc,"$4,153.09"
sku25443,Faucets,"$3,446.01"
sku25444,Faucets,"$1,791.91"
sku25445,Faucets,"$1,221.19"
sku25446,Misc,$563.52
